matchkey_skill_norm,example_original,freq_candidates,freq_jobs,freq_total,source,match_type,esco_uri,esco_preferred_label,similarity,best_candidate_below_threshold
solution-oriented mindset,Solution-oriented mindset,0,1,1,job,none,,,0.3796,service-oriented modelling
presentation skills,Presentation skills,0,1,1,job,none,,,0.5274,prepare presentation material
autonomous problem solving,Autonomous problem solving,0,1,1,job,none,,,0.5532,apply problem solving in social service
pinecone,Pinecone,0,1,1,job,none,,,0.177,pin parquet
weaviate,Weaviate,0,1,1,job,none,,,0.4263,tend weaving machines
chroma,Chroma,0,1,1,job,none,,,0.5352,gas chromatography
technical reporting,Technical reporting,0,1,1,job,none,,,0.6642,write technical reports
i+d project experience,I+D project experience,0,1,1,job,none,,,0.6825,use experience map
technical english documentation,Technical English documentation,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/cffc3e97-e942-4b13-a2f3-0bf4910c06d3,use technical documentation,0.7537,
conciencia y competencia digital,Conciencia y competencia digital,0,1,1,job,none,,,0.4953,identify digital competence gaps
anthropic api,Anthropic API,0,1,1,job,none,,,0.5347,anthropology
educational or socio‐educational experience,educational or socio‑educational experience,0,1,1,job,none,,,0.5617,perform educational testing
rgpd/pii compliance,RGPD/PII compliance,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/7ea25aad-b02d-4491-b748-07b7f075d11b,test dental appliances for compliance,0.753,
type hints,Type hints,0,1,1,job,none,,,0.4777,type of file
linting,Linting,0,1,1,job,none,,,0.4604,printing media
testing (pytest),Testing (pytest),0,1,1,job,none,,,0.4889,use testing equipment
"mlops basics (venv/conda, dvc, mlflow, tracking)","MLOps basics (venv/conda, DVC, MLflow, tracking)",0,1,1,job,none,,,0.351,tracking principles
"web development (rest apis, simple front‐end)","Web development (REST APIs, simple front‑end)",0,1,1,job,none,,,0.3425,advise on mine development
nosql (basic),NoSQL (basic),0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/76ef6ed3-1658-4a1a-9593-204d799c6d0c,NoSQL,0.8722,
sql (advanced),SQL (advanced),0,1,1,job,none,,,0.624,SQL
"cloud ai (azure ai, vertex ai, aws ai)","Cloud AI (Azure AI, Vertex AI, AWS AI)",0,1,1,job,none,,,0.4379,cloud technologies
"generative ai (prompting, embeddings, apis such as openai, anthropic, gemini, huggingface)","Generative AI (prompting, embeddings, APIs such as OpenAI, Anthropic, Gemini, HuggingFace)",0,1,1,job,none,,,0.2383,anthropology
"deep learning framework (e.g., tensorflow, pytorch)","Deep learning framework (e.g., TensorFlow, PyTorch)",0,1,1,job,none,,,0.4113,Ajax Framework
"mathematics for ml (statistics, linear algebra, probability)","Mathematics for ML (statistics, linear algebra, probability)",0,1,1,job,none,,,0.4963,mathematics
mentalidad de crecimiento y aprendizaje activo,Mentalidad de crecimiento y aprendizaje activo,0,1,1,job,none,,,0.1973,advise on mental health
streaming ingestion,Streaming ingestion,0,1,1,job,none,,,0.3193,manage rivers and streams
digital twins,Digital twins,0,1,1,job,none,,,0.5772,digital printing
finops,FinOps,0,1,1,job,none,,,0.2498,design props
jornada de 5 horas diarias en la manana,Jornada de 5 horas diarias en la mañana,0,1,1,job,none,,,0.1706,horary astrology
pensamiento critico y solucion creativa de problemas,Pensamiento crítico y solución creativa de problemas,0,1,1,job,none,,,0.3963,create solutions to problems
mentalidad de crecimiento,Mentalidad de crecimiento,0,1,1,job,none,,,0.2477,advise on mental health
compromiso etico,Compromiso ético,0,1,1,job,none,,,0.5839,negotiate compromise
orientacion al logro,Orientación al logro,0,1,1,job,none,,,0.4882,ensure client orientation
capacidad de aplicar los conocimientos a la practica,Capacidad de aplicar los conocimientos a la práctica,0,1,1,job,none,,,0.2726,plan ICT capacity
tecnologias de inteligencia artificial,Tecnologías de Inteligencia Artificial,0,1,1,job,none,,,0.6149,principles of artificial intelligence
no dress code,No dress code,0,1,1,job,none,,,0.4563,dress actors
acceso a gympass,Acceso a Gympass,0,1,1,job,none,,,0.3358,compass navigation
"plan de retribucion flexible (tickets restaurante, tickets guarderia, seguro medico familiar)","Plan de retribución flexible (tickets restaurante, tickets guardería, seguro médico familiar)",0,1,1,job,none,,,0.4757,sell tickets
seguro medico privado con poliza dental y de accidentes,Seguro médico privado con póliza dental y de accidentes,0,1,1,job,none,,,0.3407,prevent work accidents
programa start,Programa START,0,1,1,job,none,,,0.2972,start up chocolate moulding line
jornada de 5h diarias en la manana,Jornada de 5h diarias en la mañana,0,1,1,job,none,,,0.1493,share good practices across subsidiaries
programa de referidos,Programa de referidos,0,1,1,job,none,,,0.2616,develop drama production process
formacion en tecnologia y soft skills,Formación en Tecnología y Soft Skills,0,1,1,job,none,,,0.3874,own management skills
cheques transporte,Cheques transporte,0,1,1,job,none,,,0.5419,transport fish
22 dias laborables de vacaciones,22 días laborables de vacaciones,0,1,1,job,none,,,0.2881,laboratory equipment
contrato mercantil,Contrato mercantil,0,1,1,job,none,,,0.2892,contract law
experiencia sector banca,Experiencia sector banca,0,1,1,job,none,,,0.5266,use experience map
gestion de memoria y contexto,Gestión de memoria y contexto,0,1,1,job,none,,,0.3791,memorise lines
ia agentes,IA agentes,0,1,1,job,none,,,0.3849,medical contrast agents
compensacion de gastos de teletrabajo,Compensación de gastos de teletrabajo,0,1,1,job,none,,,0.3205,calculate compensation payments
"hybrid work model (2 days office, 3 remote)","Hybrid work model (2 days office, 3 remote)",0,1,1,job,none,,,0.6808,Hybrid model
bilingual communication,Bilingual communication,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,communication,0.7184,
incident management,Incident management,0,1,1,job,none,,,0.5412,create incident reports
task organization,Task organization,0,1,1,job,none,,,0.6067,use personal organization software
consultative mindset,Consultative mindset,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/4b3c8605-819d-4b38-83fc-f23663e78dc9,consultation,0.7509,
technical leadership,Technical leadership,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/3740b2a0-c94e-4116-bf18-f9fdd5b59f56,provide leadership,0.7274,
batch processing,Batch processing,0,1,1,job,none,,,0.5297,dispatch order processing
motion design,Motion design,0,1,1,job,none,,,0.4986,design process
post-production,Post-production,0,1,1,job,contains,http://data.europa.eu/esco/skill/256df100-51cf-43b2-9a24-7277afa74707,audio post-production,0.6667,
video editing,Video editing,0,1,1,job,contains,http://data.europa.eu/esco/skill/5ce80f97-b385-4a41-9339-a6593d0709c1,perform video editing,0.6667,
acceso al panel global de innovacion,Acceso al Panel Global de Innovación,0,1,1,job,none,,,0.3649,use global distribution system
comunicacion cientifica,Comunicación científica,0,1,1,job,none,,,0.3811,analyse scientific data
acceso al panel de innovacion,acceso al panel de innovación,0,1,1,job,none,,,0.4331,innovate in ICT
estructuracion de conocimiento,estructuración de conocimiento,0,1,1,job,none,,,0.3533,maintain construction structures
communicacion,communicación,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/15d76317-c71a-4fa2-aadc-2ecc34e627b7,communication,0.7459,
proyecto con impacto social,proyecto con impacto social,0,1,1,job,none,,,0.6278,monitor social impact
laboratorios con equipamiento de ultima generacion,laboratorios con equipamiento de última generación,0,1,1,job,none,,,0.4419,laboratory equipment
equipo de trabajo joven y colaborador,equipo de trabajo joven y colaborador,0,1,1,job,none,,,0.3296,laboratory equipment
colaborador,colaborador,0,1,1,job,none,,,0.3046,laboratory equipment
career development opportunities,Career development opportunities,0,1,1,job,none,,,0.6236,identify opportunities
inclusive culture,Inclusive culture,0,1,1,job,none,,,0.5364,promote inclusion
"git/github (advanced, branching, prs, ci)","Git/GitHub (advanced, branching, PRs, CI)",0,1,1,job,none,,,0.3193,plan advanced nursing care
"python (oop, testing, scientific libraries)","Python (OOP, testing, scientific libraries)",0,1,1,job,none,,,0.3608,use software libraries
databricks mosaic ai,Databricks Mosaic AI,0,1,1,job,none,,,0.6102,make mosaic
sueldo segun convenio,Sueldo según convenio,0,1,1,job,none,,,0.2595,implement ICT coding conventions
contratos fijos discontinuos o freelance,Contratos fijos discontinuos o freelance,0,1,1,job,none,,,0.3121,operate continuous miner
comunidad internacional de instructores a traves de discord,Comunidad internacional de instructores a través de Discord,0,1,1,job,none,,,0.3155,international trade
acompanamiento continuo del equipo logiscool,Acompañamiento continuo del equipo Logiscool,0,1,1,job,none,,,0.2985,operate continuous miner
acceso completo a la plataforma educativa y contenido predefinido,Acceso completo a la plataforma educativa y contenido predefinido,0,1,1,job,none,,,0.2718,education law
formacion inicial remunerada y acceso al manual pedagogico de logiscool,Formación inicial remunerada y acceso al manual pedagógico de Logiscool,0,1,1,job,none,,,0.3737,develop a pedagogical concept
experiencia laboral en una marca educativa innovadora y en expansion,Experiencia laboral en una marca educativa innovadora y en expansión,0,1,1,job,none,,,0.3291,caulk expansion joints
capacidad comunicativa,Capacidad comunicativa,0,1,1,job,none,,,0.3898,plan ICT capacity
puntualidad,Puntualidad,0,1,1,job,none,,,0.2673,apply validation engineering
godot,Godot,0,1,1,job,none,,,0.174,reduce dots
trabajo con adolescentes,Trabajo con adolescentes,0,1,1,job,none,,,0.5901,adolescence medicine
trabajo con ninos,Trabajo con niños,0,1,1,job,none,,,0.1474,treatment of strabismus
curious,Curious,0,1,1,job,none,,,0.3582,various types of sand
multimedia integration,Multimedia integration,0,1,1,job,none,,,0.6947,multimedia systems
typography,Typography,0,1,1,job,exact,http://data.europa.eu/esco/skill/080a3bf6-c8e8-481e-b97e-8fbc964ebab7,typography,1.0,
gestion de entornos y versiones de modelos,gestión de entornos y versiones de modelos,0,1,1,job,none,,,0.2645,guide conversion
gestion de pipelines de datos,gestión de pipelines de datos,0,1,1,job,none,,,0.565,types of pipelines
uso de scikit-learn,uso de Scikit-Learn,0,1,1,job,none,,,0.3903,e-learning
uso de pytorch,uso de PyTorch,0,1,1,job,none,,,0.3132,operate plasma cutting torch
uso de tensorflow,uso de TensorFlow,0,1,1,job,none,,,0.3555,sensors
fine-tuning en azure,fine-tuning en Azure,0,1,1,job,none,,,0.3619,tuning techniques
entrenamiento de modelos de ia,entrenamiento de modelos de IA,0,1,1,job,none,,,0.2923,develop models
flexibilidad y teletrabajo,Flexibilidad y teletrabajo,0,1,1,job,none,,,0.3422,perform services in a flexible manner
26 dias de vacaciones,26 días de vacaciones,0,1,1,job,none,,,0.2419,lay stones
ticket restaurant,Ticket restaurant,0,1,1,job,none,,,0.6656,manage restaurant service
ayuda al remoto,Ayuda al remoto,0,1,1,job,none,,,0.2786,use remote control equipment
mosaic ai,Mosaic AI,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/ee075bc7-ac7f-4d75-a8c1-da502e0954fb,make mosaic,0.8437,
"multicloud (azure, aws, gcp)","Multicloud (Azure, AWS, GCP)",0,1,1,job,none,,,0.3887,cloud technologies
vector search,Vector search,0,1,1,job,none,,,0.5427,search engines
ai governance,AI governance,0,1,1,job,fuzzy,http://data.europa.eu/esco/skill/5063a99f-975b-4a7c-85e3-69ecb375b4d3,internet governance,0.7359,
model apis,Model APIs,0,1,1,job,none,,,0.6011,create model
conocimiento de aws,conocimiento de AWS,0,1,1,job,none,,,0.1594,minerals laws
desarrollo de modelos de computer vision,desarrollo de modelos de Computer Vision,0,1,1,job,none,,,0.4582,use a computer
beneficios sociales,Beneficios sociales,0,1,1,job,none,,,0.4564,advise on social security benefits
transferencia de conocimiento,Transferencia de conocimiento,0,1,1,job,none,,,0.4492,transfer oil
interfaz entre area tecnica y negocio,Interfaz entre área técnica y negocio,0,1,1,job,none,,,0.275,design user interface
gestion de pilotos/proyectos de ia,Gestión de pilotos/proyectos de IA,0,1,1,job,none,,,0.2632,pilot vessel into ports
despliegue de modelos de ia,Despliegue de modelos de IA,0,1,1,job,none,,,0.3617,develop models
procesamiento de informacion,Procesamiento de información,0,1,1,job,none,,,0.3894,analyse information processes
bases de datos vectoriales,Bases de datos vectoriales,0,1,1,job,none,,,0.2942,use databases
implementacion de modelos llm,Implementación de modelos LLM,0,1,1,job,none,,,0.42,implement instructions
diseno y desarrollo de proyectos de ia,Diseño y desarrollo de proyectos de IA,0,1,1,job,none,,,0.1747,manage desalination control system
formacion continua (descuento en titulaciones),Formación continua (descuento en titulaciones),0,1,1,job,none,,,0.25,form continuous bands
desarrollo de modelos nlp,desarrollo de modelos NLP,0,1,1,job,none,,,0.3279,develop models
certificaciones en mlops,certificaciones en MLOps,0,1,1,job,none,,,0.4464,issue certificates for animal products
certificaciones en azure,certificaciones en Azure,0,1,1,job,none,,,0.4641,issue certificates for animal products
resolucion de problemas complejos,resolución de problemas complejos,0,1,1,job,none,,,0.3457,foot problems
"integrated support (strategy, marketing, technology development, mentor network)","Integrated support (strategy, marketing, technology development, mentor network)",0,1,1,job,none,,,0.4523,network marketing
equity participation,Equity participation,0,1,1,job,none,,,0.5223,enable audience participation
execution orientation,Execution orientation,0,1,1,job,none,,,0.5508,ensure client orientation
resilience,Resilience,0,1,1,job,contains,http://data.europa.eu/esco/skill/79f24a62-7718-46e1-9b41-37be0560a5ca,organisational resilience,0.5,
saas development,SaaS development,0,1,1,job,none,,,0.4826,advise on mine development
azure data lake,Azure Data Lake,0,1,1,job,none,,,0.4347,manage data
azure synapse,Azure Synapse,0,1,1,job,none,,,0.2994,organise relapse prevention
azure openai,Azure OpenAI,0,1,1,job,none,,,0.2683,tend open pans
diseno de data pipelines,Diseño de data pipelines,0,1,1,job,none,,,0.6557,types of pipelines
arquitectura de soluciones de ia,Arquitectura de soluciones de IA,0,1,1,job,none,,,0.3074,architectural design
entorno dinamico,entorno dinámico,0,1,1,job,none,,,0.195,aerodynamics
modalidad de trabajo flexible,modalidad de trabajo flexible,0,1,1,job,none,,,0.4759,perform services in a flexible manner
oportunidades de crecimiento,oportunidades de crecimiento,0,1,1,job,none,,,0.3152,identify opportunities
eficiencia,eficiencia,0,1,1,job,none,,,0.4742,anticipate potential deficiencies
independencia,independencia,0,1,1,job,none,,,0.6734,work independently
conocimiento de google cloud,conocimiento de Google Cloud,0,1,1,job,none,,,0.517,use Google Search
sam,SAM,0,1,1,job,none,,,0.277,produce samples
